application_id,applicant_name,applicant_age,gender,monthly_income,loan_amount_requested,loan_purpose,employment_type,credit_score,existing_loans_count,loan_tenure_months,interest_rate_pct,bank_name,application_date,approval_status,default_status,city
LN543631,Applicant Joshi,57,M,297770,892000,personal loan,Freelancer,810,2,120,10.18,IDFC First Bank,1/16/2022,Approved,No,Hyderabad
LN909819,Applicant Sharma,44,F,15202,107000,car loan,Government Employee,778,2,48,12.92,Yes Bank,16-01-2022,Approved,No,Pune
LN463792,Applicant Sharma,24,M,75994,797000,Medical Emergency Loan,Business Owner,862,0,24,14.39,IndusInd Bank,16/01/2022,Approved,No,Jaipur
LN209613,Applicant Patel,44,M,25173,126000,Car Loan,freelancer,650,1,48,14.63,Bank of Baroda,1/17/2022,Rejected,NA,Kolkata
LN479470,Applicant Joshi,39,F,74814,345000,car loan,,864,3,24,14.73,Federal Bank,17-01-2022,Rejected,NA,New Delhi
LN754797,Applicant Kumar,44,F,68356,746000,personal loan,Govt Employee,572,,48,20.43,Canara Bank,17/01/2022,Pending,NA,New Delhi
LN406164,Applicant Kumar,61,M,322717,1629000,Car Loan,freelancer,605,0,24,17.73,IDFC First Bank,1/18/2022,Rejected,NA,Bengaluru
LN704510,Applicant Kumar,41,M,19980,170000,Two Wheeler Loan,SALARIED,682,3,120,18.09,Yes Bank,18-01-2022,Approved,No,New Delhi
LN899393,Applicant Verma,37,M,360277,3388000,Loan Against Property,Self-Employed,836,3,36,20.18,HDFC Bank,18/01/2022,Approved,No,mumbai
LN241570,Applicant Gupta,28,F,137804,1362000,Gold Loan,,507,4,120,10.91,Punjab National Bank,1/18/2022,Approved,No,Lucknow
LN622295,Applicant Singh,51,F,48297,577000,car loan,salaried,612,2,24,15.16,IndusInd Bank,19-01-2022,Approved,Yes,New Delhi
LN673067,Applicant Sharma,39,F,170887,1714000,Personal Loan,,567,3,48,21.61,SBI,19/01/2022,Rejected,NA,Hyderabad
LN181433,Applicant Verma,31,M,17560,150000,Personal Loan,salaried,877,4,120,19.14,IDFC First Bank,1/19/2022,Approved,No,New Delhi
LN695771,Applicant Kumar,43,M,77304,847000,Two Wheeler Loan,Government Employee,624,2,84,22.02,Kotak Mahindra,20-01-2022,Approved,No,Jaipur
LN215769,Applicant Singh,57,M,30726,340000,Two Wheeler Loan,Freelancer,669,1,36,14.98,Canara Bank,20/01/2022,Approved,No,Hyderabad
LN222302,Applicant Singh,48,M,106832,1253000,personal loan,Govt Employee,766,1,180,,Axis Bank,1/20/2022,Rejected,NA,Hyderabad
LN574337,Applicant Yadav,43,F,21254,208000,Gold Loan,Government Employee,754,1,240,11.89,SBI,20-01-2022,Approved,No,Mumbai
LN991143,Applicant Verma,32,M,19854,78000,Loan Against Property,self-employed,458,,48,21.82,Bank of Baroda,21/01/2022,Rejected,NA,New Delhi
LN343450,Applicant Gupta,36,M,21420,195000,HOME LOAN,Self Employed,892,2,240,12.4,SBI,1/21/2022,Approved,No,Mumbai
LN158571,Applicant Mehta,36,F,41664,115000,Two Wheeler Loan,salaried,602,2,36,13.12,Bank of Baroda,21-01-2022,Rejected,NA,Pune
LN385209,Applicant Singh,34,M,124363,644000,Education Loan,Salaried,621,1,24,19.34,Yes Bank,22/01/2022,Approved,No,New Delhi
LN544269,Applicant Singh,27,M,23837,75000,car loan,SALARIED,783,0,180,19.84,IDFC First Bank,1/22/2022,Rejected,NA,Hyderabad
LN848473,Applicant Patel,41,M,310147,3567000,Home Loan,Govt Employee,665,2,84,,Bank of Baroda,22-01-2022,Approved,No,Pune
LN641093,Applicant Verma,41,F,121869,657000,Car Loan,self-employed,895,2,180,9.98,Bank of Baroda,22/01/2022,Approved,No,pune
LN119504,Applicant Reddy,61,M,171006,1562000,Medical Emergency Loan,,426,4,36,11.62,Kotak Mahindra,1/23/2022,Rejected,NA,Ahmedabad
LN191946,Applicant Singh,55,M,15878,122000,Car Loan,Govt Employee,864,1,180,24,Axis Bank,23-01-2022,Approved,No,New Delhi
LN184410,Applicant Joshi,44,F,56399,173000,Education Loan,Govt Employee,615,0,24,,Axis Bank,23/01/2022,Approved,No,pune
LN523122,Applicant Joshi,21,F,16908,129000,Loan Against Property,Retired,893,4,120,19.3,SBI,1/23/2022,Approved,No,Kolkata
LN401410,Applicant Reddy,34,M,24879,214000,Gold Loan,Retired,569,0,24,,IDFC First Bank,24-01-2022,Approved,Yes,New Delhi
LN573474,Applicant Verma,40,M,31828,344000,Business Loan,Retired,588,0,24,18.84,HDFC Bank,24/01/2022,Pending,NA,New Delhi
LN584440,Applicant Singh,48,F,58831,159000,HOME LOAN,Self Employed,564,0,60,18.91,Federal Bank,1/24/2022,Pending,NA,New Delhi
LN397887,Applicant Sharma,38,M,368963,1829000,Two Wheeler Loan,self-employed,460,3,240,22.32,Bank of Baroda,25-01-2022,Rejected,NA,mumbai
LN789940,Applicant Mehta,23,F,53253,475000,Medical Emergency Loan,Govt Employee,512,2,24,12.48,Canara Bank,25/01/2022,Rejected,NA,chennai
LN938110,Applicant Mehta,47,F,167697,393000,Gold Loan,Business Owner,594,2,240,7.53,Canara Bank,1/25/2022,Rejected,NA,New Delhi
LN570151,Applicant Gupta,26,M,25233,102000,Home Loan,Business Owner,382,,180,19.3,IndusInd Bank,25-01-2022,Rejected,NA,Lucknow
LN640678,Applicant Verma,24,M,52431,220000,Medical Emergency Loan,SALARIED,657,0,48,10.08,Bank of Baroda,26/01/2022,Pending,NA,New Delhi
LN763650,Applicant Kumar,21,M,18974,165000,Loan Against Property,Govt Employee,371,0,60,12.24,SBI,1/26/2022,Rejected,NA,New Delhi
LN298098,Applicant Reddy,41,M,395942,0,Loan Against Property,Government Employee,610,,84,21.07,Canara Bank,26-01-2022,Rejected,NA,New Delhi
LN307546,Applicant Joshi,55,M,37151,297000,Medical Emergency Loan,Freelancer,574,0,240,20.34,Bank of Baroda,27/01/2022,Rejected,NA,pune
LN595745,Applicant Gupta,48,M,17125,200000,Education Loan,Freelancer,643,0,84,15.33,HDFC Bank,1/27/2022,Approved,No,Kolkata
LN801764,Applicant Kumar,38,F,24550,244000,Business Loan,Govt Employee,563,0,84,9.22,Punjab National Bank,27-01-2022,Approved,No,Bengaluru
LN521905,Applicant Patel,55,F,197322,1052000,Car Loan,SALARIED,350,1,84,12.42,ICICI Bank,27/01/2022,Rejected,NA,Kolkata
LN399726,Applicant Sharma,41,M,48752,328000,car loan,self-employed,672,1,12,15.35,Kotak Mahindra,1/28/2022,Approved,No,mumbai
LN955183,Applicant Singh,36,F,212503,851000,Car Loan,freelancer,807,,12,20.17,Punjab National Bank,28-01-2022,Approved,No,Pune
LN163803,Applicant Sharma,46,M,52015,112000,Car Loan,Salaried,587,4,240,23.75,Punjab National Bank,28/01/2022,Approved,Yes,New Delhi
LN336003,Applicant Yadav,59,M,23924,117000,Medical Emergency Loan,Govt Employee,665,0,24,17.82,Canara Bank,1/29/2022,Pending,NA,Hyderabad
LN486517,Applicant Gupta,29,M,19804,113000,Loan Against Property,salaried,586,1,60,8.38,Canara Bank,29-01-2022,Rejected,NA,Bengaluru
LN879227,Applicant Reddy,43,F,20691,158000,HOME LOAN,salaried,487,1,240,11.15,IndusInd Bank,29/01/2022,Approved,No,New Delhi
LN335829,Applicant Joshi,22,F,315469,3609000,Gold Loan,Self Employed,802,3,84,11.78,SBI,1/29/2022,Approved,No,New Delhi
LN457415,Applicant Reddy,23,F,42588,489000,Car Loan,Homemaker,803,4,240,17.97,Axis Bank,30-01-2022,Rejected,NA,mumbai
LN942410,Applicant Gupta,53,M,391581,1058000,Business Loan,self-employed,678,1,24,7.8,Yes Bank,30/01/2022,Approved,No,chennai
LN530581,Applicant Kumar,44,M,406190,3309000,personal loan,SALARIED,604,1,12,15.86,SBI,1/30/2022,Pending,NA,Bengaluru
LN137323,Applicant Gupta,43,M,122821,298000,Personal Loan,Self-Employed,463,1,24,23.93,Punjab National Bank,31-01-2022,Approved,Yes,pune
LN796084,Applicant Kumar,26,M,19000,161000,Two Wheeler Loan,Government Employee,862,3,24,20.18,ICICI Bank,31/01/2022,Approved,No,Hyderabad
LN111226,Applicant Mehta,41,M,298401,948000,Business Loan,Retired,789,3,60,,Kotak Mahindra,1/31/2022,Approved,No,Mumbai
LN991738,Applicant Singh,25,M,428805,4916000,Medical Emergency Loan,Homemaker,639,4,12,19.8,IDFC First Bank,31-01-2022,Rejected,NA,Chennai
LN750024,Applicant Singh,33,M,19079,203000,Loan Against Property,salaried,686,0,24,18.78,IDFC First Bank,1/2/2022,Approved,No,Jaipur
LN174335,Applicant Kumar,60,M,115634,257000,Two Wheeler Loan,Retired,812,0,60,12.42,Yes Bank,2/1/2022,Approved,No,Bengaluru
LN929987,Applicant Joshi,33,M,20645,203000,Home loan,SALARIED,519,4,60,20.42,IndusInd Bank,1/2/2022,Approved,No,Bengaluru
LN711961,Applicant Mehta,39,F,69685,582000,Car Loan,Retired,577,0,120,18.16,ICICI Bank,2/2/2022,Rejected,NA,Jaipur
LN928688,Applicant Joshi,29,F,314706,2188000,Business Loan,Freelancer,859,2,48,11.28,HDFC Bank,2/2/2022,Approved,No,New Delhi
LN139093,Applicant Mehta,23,F,29340,235000,Education Loan,Self Employed,697,0,84,23.65,Canara Bank,2/2/2022,Rejected,NA,New Delhi
LN520305,Applicant Verma,51,M,423912,3723000,Home Loan,salaried,424,3,84,23.74,Bank of Baroda,2/2/2022,Rejected,NA,Mumbai
LN331770,Applicant Joshi,59,M,23512,255000,Business Loan,Government Employee,439,3,240,,SBI,2/3/2022,Rejected,NA,Pune
LN307750,Applicant Mehta,33,M,46531,450000,Loan Against Property,Government Employee,728,1,36,19.93,IndusInd Bank,3/2/2022,Approved,No,Lucknow
LN953877,Applicant Kumar,61,M,237584,1842000,Gold Loan,Govt Employee,500,,240,18.74,Yes Bank,3/2/2022,Rejected,NA,Bengaluru
LN946248,Applicant Reddy,31,F,22629,232000,Home loan,salaried,564,2,240,17.13,Yes Bank,2/4/2022,Approved,No,Pune
LN133637,Applicant Patel,61,M,34470,409000,Home Loan,Self-Employed,528,2,24,10.48,Axis Bank,4/2/2022,Rejected,NA,Mumbai
LN705757,Applicant Joshi,31,F,41138,206000,Home loan,freelancer,556,2,24,15.22,Punjab National Bank,4/2/2022,Rejected,NA,Bengaluru
LN823573,Applicant Mehta,21,F,38073,121000,Gold Loan,self-employed,889,1,120,19.54,Federal Bank,2/4/2022,Approved,No,Bengaluru
LN286707,Applicant Kumar,55,F,62784,585000,Medical Emergency Loan,Salaried,675,0,180,,Bank of Baroda,5/2/2022,Rejected,NA,New Delhi
LN616347,Applicant Yadav,55,F,20742,244000,Personal Loan,Govt Employee,702,1,36,17.62,Canara Bank,5/2/2022,Approved,No,Bengaluru
LN526082,Applicant Yadav,23,F,16970,54000,Home loan,Self-Employed,564,3,120,19.91,Axis Bank,2/5/2022,Rejected,NA,Chennai
LN409742,Applicant Singh,24,M,18763,119000,Home Loan,SALARIED,658,2,120,22.58,IndusInd Bank,6/2/2022,Rejected,NA,Bengaluru
LN871360,Applicant Singh,44,F,31279,82000,car loan,Salaried,568,1,120,17.63,Federal Bank,6/2/2022,Approved,No,pune
LN309658,Applicant Kumar,50,M,17504,171000,Medical Emergency Loan,self-employed,434,1,24,20.11,Yes Bank,2/6/2022,Rejected,NA,Mumbai
LN515257,Applicant Yadav,52,M,235394,2704000,Home loan,Government Employee,716,2,180,15.06,SBI,6/2/2022,Rejected,NA,chennai
LN530679,Applicant Joshi,40,M,401186,2804000,Medical Emergency Loan,Salaried,717,4,180,12.32,Canara Bank,7/2/2022,Approved,No,Bengaluru
LN316855,Applicant Mehta,56,M,79153,482000,Car Loan,,618,2,60,15.64,IndusInd Bank,2/7/2022,Rejected,NA,Hyderabad
LN836542,Applicant Patel,33,M,15504,172000,Medical Emergency Loan,Business Owner,572,4,120,8.97,Axis Bank,7/2/2022,Approved,Yes,Lucknow
LN770490,Applicant Mehta,59,F,370372,1235000,Medical Emergency Loan,Salaried,654,2,120,22.84,Kotak Mahindra,8/2/2022,Approved,No,Pune
LN301776,Applicant Singh,24,M,22245,243000,Medical Emergency Loan,Govt Employee,811,0,48,12.62,HDFC Bank,2/8/2022,Approved,No,New Delhi
LN968936,Applicant Yadav,48,M,43575,258000,Education Loan,Homemaker,748,4,60,15.11,Kotak Mahindra,8/2/2022,Rejected,NA,New Delhi
LN146273,Applicant Singh,60,M,319779,2428000,Gold Loan,SALARIED,644,4,84,18.28,IDFC First Bank,8/2/2022,Approved,No,Pune
LN876901,Applicant Mehta,63,F,389001,2833000,Medical Emergency Loan,Self Employed,823,1,84,15.82,ICICI Bank,2/9/2022,Approved,No,Kolkata
LN712766,Applicant Singh,27,M,28116,229000,Personal Loan,SALARIED,654,4,240,12.17,IndusInd Bank,9/2/2022,Rejected,NA,Lucknow
LN885048,Applicant Patel,29,M,53874,615000,Education Loan,self-employed,844,3,36,23.74,Kotak Mahindra,9/2/2022,Rejected,NA,Pune
LN453295,Applicant Gupta,42,M,15851,182000,car loan,freelancer,729,1,60,21.5,Kotak Mahindra,2/10/2022,Approved,No,Jaipur
LN595724,Applicant Gupta,24,M,241475,2490000,Home loan,salaried,724,1,12,9.2,Bank of Baroda,10/2/2022,Approved,No,New Delhi
LN752677,Applicant Verma,56,F,326183,1277000,Home Loan,Business Owner,664,0,12,13.56,Federal Bank,10/2/2022,Rejected,NA,Bengaluru
LN841462,Applicant Mehta,53,F,75719,404000,Two Wheeler Loan,Self-Employed,566,1,60,10.71,IndusInd Bank,2/10/2022,Approved,No,New Delhi
LN929806,Applicant Gupta,26,F,16081,111000,Education Loan,Homemaker,410,1,12,,Kotak Mahindra,11/2/2022,Rejected,NA,Pune
LN810664,Applicant Reddy,23,M,21190,234000,Home Loan,,606,3,120,10.95,Yes Bank,11/2/2022,Rejected,NA,mumbai
LN414813,Applicant Patel,55,M,315422,2274000,Gold Loan,self-employed,685,1,180,12.65,IndusInd Bank,2/11/2022,Approved,Yes,Hyderabad
LN660396,Applicant Verma,53,F,61982,730000,Business Loan,Government Employee,487,4,24,16.09,Bank of Baroda,11/2/2022,Rejected,NA,mumbai
LN842278,Applicant Singh,27,M,21457,254000,Car Loan,Retired,753,0,36,9.88,Punjab National Bank,12/2/2022,Approved,No,Jaipur
LN763015,Applicant Singh,61,M,34648,277000,Personal Loan,Government Employee,890,3,180,21.71,Yes Bank,2/12/2022,Approved,No,New Delhi
LN864433,Applicant Verma,55,F,62975,679000,Personal Loan,self-employed,302,2,12,13.48,Punjab National Bank,12/2/2022,Approved,Yes,Mumbai
LN123652,Applicant Mehta,23,F,27115,325000,HOME LOAN,Freelancer,854,2,240,,Axis Bank,13/02/2022,Rejected,NA,Ahmedabad
LN144076,Applicant Yadav,63,M,57723,606000,Home Loan,Business Owner,660,2,60,8,Yes Bank,2/13/2022,Rejected,NA,Hyderabad
LN305207,Applicant Joshi,38,M,244226,2093000,Personal Loan,Homemaker,572,3,12,20.23,IndusInd Bank,13-02-2022,Pending,NA,chennai
LN970326,Applicant Singh,23,M,25348,265000,Gold Loan,Self Employed,470,2,180,21.77,IndusInd Bank,13/02/2022,Rejected,NA,Bengaluru
LN609215,Applicant Gupta,59,F,368793,1042000,car loan,Business Owner,680,4,240,23.75,ICICI Bank,2/14/2022,Pending,NA,mumbai
LN168614,Applicant Kumar,47,M,20320,170000,Car Loan,Retired,733,2,240,9.68,IDFC First Bank,14-02-2022,Approved,No,chennai
LN395187,Applicant Singh,29,M,27977,117000,Business Loan,Retired,354,2,240,14.66,IDFC First Bank,14/02/2022,Rejected,NA,Kolkata
LN762252,Applicant Joshi,37,F,23319,74000,Loan Against Property,self-employed,576,0,84,20.05,Axis Bank,2/15/2022,Approved,No,chennai
LN377473,Applicant Mehta,61,F,76820,840000,Car Loan,Homemaker,590,2,120,15.97,SBI,15-02-2022,Approved,Yes,pune
LN274969,Applicant Joshi,62,F,482980,4055000,Home Loan,Self Employed,765,2,120,21.04,Federal Bank,15/02/2022,Approved,No,Bengaluru
LN909362,Applicant Gupta,25,F,25267,112000,Gold Loan,freelancer,472,1,48,23.73,IndusInd Bank,2/15/2022,Rejected,NA,Kolkata
LN931853,Applicant Reddy,24,M,385107,2260000,Loan Against Property,Self-Employed,723,4,36,19.98,Punjab National Bank,16-02-2022,Approved,No,Mumbai
LN581981,Applicant Joshi,34,F,19227,226000,Personal Loan,Retired,748,3,240,19.75,IDFC First Bank,16/02/2022,Approved,No,chennai
LN391853,Applicant Verma,49,F,438142,4654000,Loan Against Property,Business Owner,749,0,36,16.87,ICICI Bank,2/16/2022,Rejected,NA,New Delhi
LN145983,Applicant Sharma,31,F,21546,46000,personal loan,Homemaker,630,3,36,15.14,HDFC Bank,17-02-2022,Approved,Yes,Jaipur
LN523688,Applicant Verma,42,M,358859,4234000,Home Loan,Business Owner,652,2,48,21.28,Canara Bank,17/02/2022,Approved,No,Lucknow
LN299523,Applicant Patel,62,M,53279,303000,Business Loan,SALARIED,859,1,36,11.34,Punjab National Bank,2/17/2022,Approved,No,New Delhi
LN702800,Applicant Reddy,25,M,76804,688000,Gold Loan,Freelancer,645,2,24,21.71,ICICI Bank,17-02-2022,Approved,No,New Delhi
LN497913,Applicant Verma,32,F,111778,1020000,Home loan,freelancer,882,2,60,21.32,ICICI Bank,18/02/2022,Approved,No,Chennai
LN635507,Applicant Verma,41,M,61186,680000,personal loan,Govt Employee,606,0,12,19.66,Canara Bank,2/18/2022,Rejected,NA,New Delhi
LN711932,Applicant Gupta,35,F,18854,205000,Medical Emergency Loan,Self Employed,382,0,12,18.98,SBI,18-02-2022,Rejected,NA,Lucknow
LN246959,Applicant Verma,44,M,396264,1909000,Education Loan,Salaried,815,3,84,7.63,ICICI Bank,19/02/2022,Rejected,NA,Hyderabad
LN297342,Applicant Verma,33,M,48787,412000,Education Loan,Salaried,321,2,48,23.84,Kotak Mahindra,2/19/2022,Rejected,NA,New Delhi
LN517431,Applicant Joshi,52,F,49895,296000,Home Loan,Self Employed,645,3,180,13.97,Kotak Mahindra,19-02-2022,Approved,No,Chennai
LN607293,Applicant Joshi,46,F,27757,201000,Gold Loan,salaried,666,2,12,13.77,Canara Bank,19/02/2022,Rejected,NA,Chennai
LN943911,Applicant Patel,60,M,16148,122000,Home Loan,salaried,636,0,60,23.81,Punjab National Bank,2/20/2022,Pending,NA,Kolkata
LN984046,Applicant Joshi,46,F,35299,211000,Gold Loan,Retired,711,1,84,11.49,ICICI Bank,20-02-2022,Approved,No,New Delhi
LN413081,Applicant Singh,56,F,38705,257000,Car Loan,Homemaker,810,3,60,23.23,Axis Bank,20/02/2022,Approved,No,Lucknow
LN348689,Applicant Patel,50,M,20256,83000,Home loan,self-employed,315,3,84,13.86,Axis Bank,2/21/2022,Rejected,NA,Mumbai
LN933673,Applicant Gupta,29,F,99033,800000,Gold Loan,Self Employed,887,4,36,9.12,Punjab National Bank,21-02-2022,Approved,Yes,Kolkata
LN981059,Applicant Mehta,44,M,169087,1621000,Two Wheeler Loan,Govt Employee,711,4,240,16.13,IndusInd Bank,21/02/2022,Rejected,NA,Bengaluru
LN146566,Applicant Patel,58,F,27468,173000,Car Loan,Homemaker,327,1,120,19.15,Canara Bank,2/21/2022,Approved,No,Chennai
LN976567,Applicant Joshi,38,M,27819,328000,Personal Loan,salaried,707,4,12,17.55,Federal Bank,22-02-2022,Approved,No,New Delhi
LN887696,Applicant Sharma,29,M,75799,195000,HOME LOAN,Self Employed,741,1,60,23.21,IDFC First Bank,22/02/2022,Approved,No,Bengaluru
LN324903,Applicant Mehta,42,M,16248,128000,Gold Loan,Govt Employee,696,2,12,13.83,Bank of Baroda,2/22/2022,Approved,No,Jaipur
LN479392,Applicant Joshi,58,M,385763,3023000,Two Wheeler Loan,Self-Employed,706,4,36,14.79,IndusInd Bank,23-02-2022,Approved,No,Kolkata
LN981653,Applicant Gupta,41,M,96029,227000,HOME LOAN,self-employed,618,4,84,11.56,IndusInd Bank,23/02/2022,Approved,No,New Delhi
LN810388,Applicant Patel,27,M,24207,103000,Medical Emergency Loan,Salaried,592,3,24,17.03,Punjab National Bank,2/23/2022,Rejected,NA,Jaipur
LN333070,Applicant Joshi,32,M,55923,618000,Home Loan,Retired,889,1,60,23,IndusInd Bank,23-02-2022,Rejected,NA,New Delhi
LN272489,Applicant Mehta,56,M,21588,161000,Two Wheeler Loan,SALARIED,636,3,120,13.2,Canara Bank,24/02/2022,Approved,No,Bengaluru
LN876189,Applicant Mehta,31,M,24762,158000,car loan,Self Employed,696,4,240,9.4,Yes Bank,2/24/2022,Rejected,NA,Kolkata
LN924862,Applicant Yadav,23,M,20177,124000,Two Wheeler Loan,Freelancer,600,2,12,13.54,ICICI Bank,24-02-2022,Approved,No,New Delhi
LN356741,Applicant Singh,47,M,77882,847000,personal loan,salaried,606,0,120,22.07,Punjab National Bank,25/02/2022,Approved,No,Kolkata
LN431852,Applicant Verma,27,M,217924,1236000,Two Wheeler Loan,Freelancer,641,1,180,22.35,IDFC First Bank,2/25/2022,Approved,No,Hyderabad
LN750301,Applicant Kumar,22,M,74311,787000,Medical Emergency Loan,Freelancer,807,1,36,9.51,Axis Bank,25-02-2022,Rejected,NA,Chennai
LN767170,Applicant Reddy,30,F,20134,103000,Personal Loan,self-employed,615,2,24,20.11,Federal Bank,25/02/2022,Approved,No,Chennai
LN737611,Applicant Patel,23,M,336638,2463000,Two Wheeler Loan,Self Employed,659,2,180,9.84,ICICI Bank,2/26/2022,Rejected,NA,Bengaluru
LN487246,Applicant Reddy,37,M,64317,221000,Car Loan,Business Owner,793,1,120,22.09,Yes Bank,26-02-2022,Approved,No,Jaipur
LN552511,Applicant Kumar,63,M,28696,294000,Personal Loan,self-employed,594,1,12,15.34,Kotak Mahindra,26/02/2022,Rejected,NA,New Delhi
LN553054,Applicant Yadav,21,M,61348,574000,HOME LOAN,freelancer,395,2,24,22.33,Canara Bank,2/27/2022,Rejected,NA,Lucknow
LN515765,Applicant Reddy,54,M,18324,134000,HOME LOAN,salaried,612,2,48,8.73,Bank of Baroda,27-02-2022,Rejected,NA,Bengaluru
LN871718,Applicant Mehta,33,F,20988,47000,personal loan,Retired,364,2,36,,Yes Bank,27/02/2022,Rejected,NA,Lucknow
LN224037,Applicant Reddy,34,M,19000,129000,Business Loan,self-employed,477,4,24,22.93,Bank of Baroda,2/27/2022,Rejected,NA,mumbai
LN291400,Applicant Kumar,37,M,28208,120000,Home Loan,Govt Employee,398,1,60,,Yes Bank,28-02-2022,Approved,Yes,Chennai
LN845995,Applicant Yadav,54,M,18177,111000,Car Loan,Retired,678,1,84,9.9,Federal Bank,28/02/2022,Approved,No,pune
LN473704,Applicant Verma,37,M,26338,278000,Two Wheeler Loan,Business Owner,774,2,84,22.19,HDFC Bank,2/28/2022,Approved,No,Lucknow
LN763463,Applicant Joshi,61,M,198581,1925000,Gold Loan,Salaried,365,3,120,21.59,Federal Bank,1/3/2022,Rejected,NA,New Delhi
LN889956,Applicant Mehta,45,M,52116,230000,car loan,freelancer,686,0,84,16.37,Federal Bank,1/3/2022,Pending,NA,Bengaluru
LN380505,Applicant Verma,64,F,27076,321000,Home loan,Homemaker,847,1,84,10.22,Bank of Baroda,3/1/2022,Approved,No,Hyderabad
LN420386,Applicant Singh,50,F,26000,287000,Gold Loan,Freelancer,577,4,180,14.47,SBI,1/3/2022,Approved,Yes,Bengaluru
LN100099,Applicant Yadav,56,F,16460,120000,Two Wheeler Loan,Self Employed,610,0,60,16.58,Punjab National Bank,2/3/2022,Rejected,NA,Mumbai
LN218314,Applicant Sharma,31,M,25453,186000,Medical Emergency Loan,Self Employed,343,3,60,10.96,Yes Bank,3/2/2022,Rejected,NA,Bengaluru
LN684455,Applicant Kumar,41,M,58211,641000,HOME LOAN,freelancer,708,4,120,21.66,Bank of Baroda,2/3/2022,Rejected,NA,New Delhi
LN852840,Applicant Gupta,40,M,368345,3080000,car loan,salaried,450,2,120,21.25,Yes Bank,2/3/2022,Rejected,NA,pune
LN175404,Applicant Verma,49,F,51566,380000,Education Loan,self-employed,556,3,36,7.88,HDFC Bank,3/3/2022,Approved,Yes,Pune
LN628567,Applicant Joshi,24,M,37005,351000,HOME LOAN,Self-Employed,686,2,12,7.82,Canara Bank,3/3/2022,Approved,No,Bengaluru
LN353689,Applicant Reddy,54,M,29056,126000,Two Wheeler Loan,Self-Employed,824,4,60,14.71,Canara Bank,3/3/2022,Approved,No,mumbai
LN920370,Applicant Reddy,62,M,18627,201000,HOME LOAN,Freelancer,576,4,48,22.75,Punjab National Bank,3/4/2022,Approved,No,Bengaluru
LN546742,Applicant Sharma,61,M,25352,185000,Personal Loan,SALARIED,875,2,12,20.17,Bank of Baroda,4/3/2022,Approved,No,Ahmedabad
LN184266,Applicant Reddy,37,F,18636,150000,Education Loan,Govt Employee,585,0,60,23.31,IDFC First Bank,4/3/2022,Approved,Yes,Jaipur
LN642999,Applicant Reddy,32,M,53253,154000,Home Loan,Freelancer,561,1,84,12.19,Kotak Mahindra,3/4/2022,Rejected,NA,Kolkata
LN677922,Applicant Reddy,24,M,53863,274000,personal loan,,352,1,120,23.47,Kotak Mahindra,5/3/2022,Rejected,NA,Jaipur
LN100224,Applicant Kumar,61,F,161816,1014000,Loan Against Property,Homemaker,810,4,240,16.27,IDFC First Bank,5/3/2022,Approved,No,Bengaluru
LN722294,Applicant Singh,34,F,24762,152000,personal loan,Self Employed,410,3,48,17.58,Canara Bank,3/5/2022,Rejected,NA,Bengaluru
LN809005,Applicant Verma,24,F,434717,4253000,HOME LOAN,salaried,608,,12,11.28,HDFC Bank,6/3/2022,Rejected,NA,mumbai
LN898674,Applicant Gupta,54,M,64171,310000,HOME LOAN,Retired,637,3,48,15.11,Axis Bank,6/3/2022,Approved,No,New Delhi
LN396352,Applicant Mehta,38,M,25227,96000,Business Loan,,802,2,120,19.98,Bank of Baroda,3/6/2022,Approved,No,Lucknow
LN186870,Applicant Verma,33,M,213296,1669000,Gold Loan,Self-Employed,615,3,12,13.29,IDFC First Bank,6/3/2022,Approved,No,New Delhi
LN943930,Applicant Sharma,30,M,65433,533000,Two Wheeler Loan,freelancer,834,2,240,8.65,Canara Bank,7/3/2022,Approved,No,pune
LN784683,Applicant Reddy,34,F,31435,101000,Medical Emergency Loan,self-employed,337,4,84,21.32,Axis Bank,3/7/2022,Rejected,NA,Jaipur
LN912077,Applicant Joshi,29,F,93893,190000,Home Loan,Govt Employee,572,0,180,8.05,IDFC First Bank,7/3/2022,Pending,NA,Chennai
LN672526,Applicant Mehta,63,M,30822,344000,Home Loan,Homemaker,853,1,84,9.09,Yes Bank,8/3/2022,Rejected,NA,Hyderabad
LN784742,Applicant Yadav,40,M,376195,1052000,Home loan,SALARIED,875,,120,18.01,Punjab National Bank,3/8/2022,Rejected,NA,Jaipur
LN956291,Applicant Joshi,21,F,63400,696000,Personal Loan,salaried,696,1,36,18.53,Yes Bank,8/3/2022,Pending,NA,Pune
LN108493,Applicant Mehta,64,M,44663,268000,Education Loan,Business Owner,689,3,180,16.57,ICICI Bank,8/3/2022,Rejected,NA,Hyderabad
LN727793,Applicant Gupta,49,M,999999999,182000,Medical Emergency Loan,Salaried,379,,60,8.78,Bank of Baroda,3/9/2022,Rejected,NA,New Delhi
LN152367,Applicant Yadav,37,F,92763,358000,Gold Loan,Self Employed,324,4,120,20.32,HDFC Bank,9/3/2022,Approved,Yes,pune
LN987353,Applicant Reddy,28,M,78901,808000,Loan Against Property,Self Employed,635,3,120,17.37,SBI,9/3/2022,Rejected,NA,New Delhi
LN163629,Applicant Sharma,37,F,22208,84000,Home Loan,Self-Employed,621,3,84,18.56,IDFC First Bank,3/10/2022,Approved,No,New Delhi
