application_id,applicant_name,applicant_age,gender,monthly_income,loan_amount_requested,loan_purpose,employment_type,credit_score,existing_loans_count,loan_tenure_months,interest_rate_pct,bank_name,application_date,approval_status,default_status,city
LN216614,Applicant Gupta,51,Female,63535,390000.0,personal loan,Salaried,774,3.0,36,,IndusInd Bank,2021-06-20,Approved,No,Hyderabad
LN301684,Applicant Mehta,26,Female,362363,1742000.0,Two Wheeler Loan,Govt Employee,555,1.0,24,19.55,HDFC Bank,20-06-2021,Approved,No,Lucknow
LN163968,Applicant Singh,62,Female,17427,144000.0,HOME LOAN,Self-Employed,853,0.0,12,14.41,IndusInd Bank,20/06/2021,Approved,No,Jaipur
LN968580,Applicant Reddy,40,Male,473574,2657000.0,Home Loan,Government Employee,735,1.0,60,21.95,Bank of Baroda,2021-06-21,Approved,Yes,Bengaluru
LN505318,Applicant Singh,48,Male,21655,223000.0,Business Loan,Retired,376,3.0,180,22.0,Bank of Baroda,21-06-2021,Rejected,NA,Lucknow
LN521941,Applicant Sharma,61,Female,336695,3915000.0,Business Loan,Government Employee,592,1.0,84,18.86,Axis Bank,21/06/2021,Approved,No,Ahmedabad
LN729177,Applicant Reddy,56,Male,20560,233000.0,Car Loan,Salaried,461,4.0,48,18.49,Yes Bank,2021-06-21,Rejected,NA,chennai
LN344286,Applicant Verma,60,Female,359713,1306000.0,car loan,self-employed,714,0.0,12,13.18,Kotak Mahindra,22-06-2021,Approved,Yes,Mumbai
LN328494,Applicant Mehta,46,Male,116593,250000.0,Car Loan,salaried,632,4.0,24,11.5,Federal Bank,22/06/2021,Rejected,NA,pune
LN876100,Applicant Sharma,33,Female,472493,3017000.0,Education Loan,Self Employed,600,3.0,24,17.89,Punjab National Bank,2021-06-22,Approved,No,Jaipur
LN548055,Applicant Yadav,24,M,301796,2803000.0,Home Loan,SALARIED,694,0.0,36,7.63,Punjab National Bank,23-06-2021,Approved,No,Mumbai
LN557288,Applicant Reddy,54,Female,63039,742000.0,Car Loan,self-employed,777,4.0,24,21.41,Canara Bank,23/06/2021,Approved,No,Jaipur
LN129792,Applicant Mehta,57,Female,329768,3243000.0,Car Loan,Homemaker,312,1.0,48,22.39,Yes Bank,2021-06-23,Rejected,NA,mumbai
LN747013,Applicant Reddy,54,Male,498058,3888000.0,Two Wheeler Loan,freelancer,606,2.0,48,10.21,Federal Bank,23-06-2021,Approved,No,Hyderabad
LN872687,Applicant Singh,36,Male,17693,40000.0,HOME LOAN,Retired,626,1.0,60,16.95,Kotak Mahindra,24/06/2021,Rejected,NA,Jaipur
LN976318,Applicant Verma,43,Female,126101,1293000.0,Car Loan,SALARIED,664,3.0,240,10.44,Yes Bank,2021-06-24,Rejected,NA,Pune
LN265134,Applicant Kumar,43,male,420754,1587000.0,personal loan,freelancer,672,2.0,36,15.66,Axis Bank,24-06-2021,Rejected,NA,pune
LN186145,Applicant Mehta,35,M,16646,43000.0,car loan,Self Employed,646,0.0,84,18.03,IDFC First Bank,24/06/2021,Rejected,NA,mumbai
LN740524,Applicant Kumar,45,Male,54574,573000.0,HOME LOAN,Homemaker,606,2.0,48,13.94,Canara Bank,2021-06-25,Pending,NA,Bangalore
LN837796,Applicant Joshi,49,M,20917,160000.0,Personal Loan,salaried,803,0.0,120,22.26,Yes Bank,25-06-2021,Approved,No,Lucknow
LN316480,Applicant Yadav,56,Male,76819,252000.0,Two Wheeler Loan,Government Employee,427,4.0,48,22.2,Canara Bank,25/06/2021,Rejected,NA,Delhi
LN345279,Applicant Sharma,35,Female,52641,309000.0,Gold Loan,Retired,623,4.0,120,16.26,IDFC First Bank,2021-06-26,Approved,No,New Delhi
LN278356,Applicant Mehta,57,Male,65772,188000.0,Business Loan,Government Employee,765,4.0,12,17.08,ICICI Bank,26-06-2021,Approved,No,Hyderabad
LN852233,Applicant Singh,55,Male,75241,631000.0,HOME LOAN,Government Employee,554,4.0,240,7.54,HDFC Bank,26/06/2021,Rejected,NA,Delhi
LN995983,Applicant Sharma,59,Male,15077,73000.0,Home loan,,575,4.0,12,13.08,SBI,2021-06-26,Rejected,NA,pune
LN163724,Applicant Gupta,57,Female,29183,311000.0,Business Loan,Retired,457,,60,20.05,SBI,27-06-2021,Approved,Yes,mumbai
LN514207,Applicant Kumar,61,F,19451,108000.0,car loan,freelancer,325,0.0,180,23.9,Axis Bank,27/06/2021,Rejected,NA,mumbai
LN835764,Applicant Joshi,48,Male,28924,201000.0,Gold Loan,SALARIED,556,4.0,180,23.1,Yes Bank,2021-06-27,Pending,NA,delhi
LN365153,Applicant Reddy,50,Male,33654,89000.0,car loan,freelancer,745,4.0,84,,HDFC Bank,28-06-2021,Approved,No,Bangalore
LN304771,Applicant Joshi,27,male,463395,2204000.0,Loan Against Property,self-employed,890,0.0,84,14.38,ICICI Bank,28/06/2021,Approved,No,Mumbai
LN609884,Applicant Sharma,24,Female,292978,2569000.0,personal loan,Salaried,743,2.0,24,8.4,ICICI Bank,2021-06-28,Rejected,NA,Lucknow
LN466005,Applicant Verma,27,F,24765,232000.0,Home loan,Salaried,844,4.0,48,21.32,Bank of Baroda,28-06-2021,Approved,No,Kolkata
LN370560,Applicant Singh,53,Male,55849,247000.0,Gold Loan,,681,2.0,180,19.55,Punjab National Bank,29/06/2021,Rejected,NA,Kolkata
LN659306,Applicant Reddy,38,Female,62376,439000.0,Medical Emergency Loan,Govt Employee,452,4.0,24,22.71,IDFC First Bank,2021-06-29,Rejected,NA,New Delhi
LN606920,Applicant Kumar,35,Male,451931,4599000.0,car loan,SALARIED,558,2.0,84,15.78,Kotak Mahindra,29-06-2021,Rejected,NA,Kolkata
LN946678,Applicant Mehta,55,Male,21238,123000.0,Education Loan,Self Employed,640,3.0,36,9.2,IndusInd Bank,30/06/2021,Rejected,NA,Delhi
LN307781,Applicant Joshi,57,Male,20895,70000.0,Education Loan,self-employed,813,4.0,120,17.14,Axis Bank,2021-06-30,Approved,No,Delhi
LN296256,Applicant Joshi,25,female,217653,1375000.0,Gold Loan,Self Employed,660,4.0,240,21.81,Federal Bank,30-06-2021,Approved,No,Bengaluru
LN910727,Applicant Reddy,43,Female,45358,363000.0,personal loan,Freelancer,655,1.0,180,8.33,Yes Bank,30/06/2021,Approved,No,Delhi
LN310403,Applicant Patel,30,Male,423676,879000.0,car loan,self-employed,575,1.0,180,20.94,ICICI Bank,2021-07-01,Rejected,NA,mumbai
LN989888,Applicant Patel,45,F,60707,333000.0,Two Wheeler Loan,salaried,799,2.0,240,17.79,Bank of Baroda,01-07-2021,Rejected,NA,Delhi
LN535228,Applicant Patel,42,Male,84426,682000.0,Car Loan,Self Employed,347,1.0,24,9.68,Bank of Baroda,01/07/2021,Approved,No,Hyderabad
LN814078,Applicant Yadav,51,Male,74413,857000.0,Two Wheeler Loan,,430,,84,18.38,HDFC Bank,2021-07-02,Rejected,NA,Delhi
LN819928,Applicant Verma,43,Female,331351,2016000.0,Loan Against Property,Business Owner,717,4.0,240,,IndusInd Bank,02-07-2021,Approved,No,Mumbai
LN479869,Applicant Singh,48,Other,266740,968000.0,Loan Against Property,Homemaker,892,4.0,24,10.38,Canara Bank,02/07/2021,Approved,No,Delhi
LN125927,Applicant Singh,35,male,89596,658000.0,Home loan,salaried,646,3.0,240,8.46,SBI,2021-07-02,Pending,NA,Mumbai
LN925788,Applicant Yadav,60,Female,394925,1918000.0,Home loan,Self Employed,836,3.0,24,17.14,HDFC Bank,03-07-2021,Approved,No,Pune
LN349689,Applicant Patel,27,female,21190,88000.0,Medical Emergency Loan,Retired,730,1.0,240,12.25,IDFC First Bank,03/07/2021,Approved,Yes,Delhi
LN359542,Applicant Verma,58,Male,257810,2038000.0,HOME LOAN,Self Employed,656,4.0,12,12.26,HDFC Bank,2021-07-03,Rejected,NA,mumbai
LN936977,Applicant Yadav,60,Male,365622,4080000.0,HOME LOAN,Freelancer,327,2.0,84,18.17,Canara Bank,04-07-2021,Approved,No,Ahmedabad
LN116310,Applicant Verma,35,Male,45152,467000.0,personal loan,freelancer,831,1.0,84,9.31,IDFC First Bank,04/07/2021,Approved,No,Bengaluru
LN746835,Applicant Reddy,25,Female,410814,1571000.0,Personal Loan,SALARIED,748,3.0,24,,ICICI Bank,2021-07-04,Approved,No,Mumbai
LN165906,Applicant Verma,32,M,498815,4818000.0,Home Loan,Retired,610,0.0,120,19.02,Bank of Baroda,04-07-2021,Approved,No,DELHI
LN328266,Applicant Yadav,33,Male,16997,73000.0,Two Wheeler Loan,Self-Employed,588,2.0,48,21.65,Yes Bank,05/07/2021,Rejected,NA,Jaipur
LN249115,Applicant Verma,23,male,344598,1691000.0,Loan Against Property,Retired,611,0.0,48,18.58,Punjab National Bank,2021-07-05,Approved,No,Bengaluru
LN600633,Applicant Joshi,39,M,98099,1099000.0,Personal Loan,freelancer,401,1.0,240,18.28,HDFC Bank,05-07-2021,Rejected,NA,DELHI
LN939027,Applicant Gupta,46,Female,57961,644000.0,Two Wheeler Loan,freelancer,556,1.0,24,18.33,IndusInd Bank,06/07/2021,Rejected,NA,Lucknow
LN828553,Applicant Yadav,50,Female,35704,132000.0,car loan,SALARIED,693,0.0,240,8.18,IndusInd Bank,2021-07-06,Approved,No,Bangalore
LN674716,Applicant Sharma,48,Male,17747,47000.0,Personal Loan,salaried,318,1.0,240,14.79,Bank of Baroda,06-07-2021,Rejected,NA,Ahmedabad
LN554502,Applicant Verma,35,male,19737,97000.0,Education Loan,Govt Employee,752,1.0,84,16.59,Axis Bank,06/07/2021,Approved,No,DELHI
LN819105,Applicant Singh,38,Male,51592,403000.0,Home Loan,Retired,873,4.0,120,18.47,SBI,2021-07-07,Approved,No,Bangalore
LN471126,Applicant Sharma,27,Female,54817,590000.0,Loan Against Property,Retired,593,2.0,48,12.3,Canara Bank,07-07-2021,Rejected,NA,DELHI
LN765617,Applicant Kumar,34,Female,194586,620000.0,Medical Emergency Loan,Business Owner,641,3.0,12,18.69,IndusInd Bank,07/07/2021,Approved,No,Ahmedabad
LN485242,Applicant Joshi,44,Female,111852,688000.0,Personal Loan,Self-Employed,702,4.0,240,14.03,Canara Bank,2021-07-08,Approved,No,chennai
LN456863,Applicant Reddy,44,Male,341691,1612000.0,Two Wheeler Loan,SALARIED,458,1.0,240,19.3,HDFC Bank,08-07-2021,Approved,Yes,Pune
LN977745,Applicant Sharma,31,M,319472,687000.0,Two Wheeler Loan,salaried,666,3.0,12,10.55,Bank of Baroda,08/07/2021,Approved,No,Kolkata
LN280432,Applicant Mehta,59,Female,38996,385000.0,Car Loan,Government Employee,721,,48,12.53,Yes Bank,2021-07-08,Approved,No,New Delhi
LN454092,Applicant Verma,63,Female,431977,4377000.0,Business Loan,Govt Employee,550,2.0,120,23.17,SBI,09-07-2021,Approved,No,Pune
LN770222,Applicant Mehta,60,Female,59398,250000.0,Two Wheeler Loan,Retired,595,1.0,36,20.01,Kotak Mahindra,09/07/2021,Approved,Yes,Pune
LN147338,Applicant Gupta,30,Male,347254,1220000.0,Gold Loan,Freelancer,395,0.0,60,22.33,Canara Bank,2021-07-09,Rejected,NA,Chennai
LN791334,Applicant Verma,63,Male,388112,1337000.0,Education Loan,,589,0.0,60,10.8,IndusInd Bank,10-07-2021,Approved,Yes,DELHI
LN129904,Applicant Gupta,53,male,59301,394000.0,personal loan,Govt Employee,554,,180,23.06,Yes Bank,10/07/2021,Approved,Yes,Mumbai
LN821106,Applicant Mehta,40,M,27972,125000.0,HOME LOAN,Govt Employee,745,0.0,240,19.78,ICICI Bank,2021-07-10,Approved,No,Bengaluru
LN996551,Applicant Reddy,62,Male,64905,462000.0,Medical Emergency Loan,Self Employed,712,3.0,12,17.24,Canara Bank,10-07-2021,Approved,No,chennai
LN444336,Applicant Sharma,59,Male,22343,131000.0,Loan Against Property,Homemaker,390,0.0,24,7.71,ICICI Bank,11/07/2021,Rejected,NA,Jaipur
LN123711,Applicant Patel,42,Female,392023,1611000.0,Business Loan,Business Owner,839,1.0,60,8.36,Canara Bank,2021-07-11,Approved,No,Chennai
LN401199,Applicant Sharma,55,Female,17695,168000.0,Loan Against Property,Salaried,848,,12,20.25,IDFC First Bank,11-07-2021,Approved,No,Delhi
LN863582,Applicant Gupta,48,Male,25470,89000.0,Loan Against Property,freelancer,381,1.0,84,18.54,Kotak Mahindra,12/07/2021,Rejected,NA,chennai
LN660635,Applicant Yadav,56,Other,468612,4681000.0,HOME LOAN,,622,1.0,84,,Bank of Baroda,2021-07-12,Approved,No,pune
LN209277,Applicant Kumar,50,M,358355,2729000.0,Personal Loan,Govt Employee,685,1.0,36,14.78,IDFC First Bank,12-07-2021,Pending,NA,Hyderabad
LN893933,Applicant Reddy,26,male,486140,5017000.0,Home loan,Homemaker,698,1.0,48,18.32,Federal Bank,12/07/2021,Approved,No,New Delhi
LN665749,Applicant Patel,21,F,48155,99000.0,Education Loan,Self-Employed,611,4.0,36,7.75,Federal Bank,2021-07-13,Pending,NA,Jaipur
LN254043,Applicant Verma,24,Male,47175,448000.0,Home Loan,,518,,60,18.67,Punjab National Bank,13-07-2021,Rejected,NA,delhi
LN955793,Applicant Singh,45,M,360825,908000.0,Home Loan,Retired,461,2.0,240,14.13,Kotak Mahindra,13/07/2021,Rejected,NA,Hyderabad
LN349704,Applicant Kumar,59,Female,97087,1117000.0,Education Loan,Self-Employed,573,3.0,36,9.07,HDFC Bank,2021-07-13,Rejected,NA,Hyderabad
LN437745,Applicant Gupta,31,Male,213715,1929000.0,Business Loan,Salaried,782,4.0,24,10.2,IndusInd Bank,14-07-2021,Approved,No,chennai
LN880467,Applicant Gupta,58,Female,15580,81000.0,Gold Loan,self-employed,562,4.0,84,14.54,Bank of Baroda,14/07/2021,Approved,No,chennai
LN725656,Applicant Yadav,57,female,22956,119000.0,Business Loan,Freelancer,621,4.0,12,17.83,Bank of Baroda,2021-07-14,Approved,No,Bangalore
LN496367,Applicant Patel,32,Male,59757,634000.0,Two Wheeler Loan,Govt Employee,423,3.0,240,13.18,Kotak Mahindra,15-07-2021,Rejected,NA,Jaipur
LN326864,Applicant Joshi,49,Male,15950,176000.0,Education Loan,Self Employed,853,1.0,36,9.32,ICICI Bank,15/07/2021,Approved,No,DELHI
LN108143,Applicant Singh,54,Male,23172,253000.0,Gold Loan,freelancer,486,3.0,36,21.13,IndusInd Bank,2021-07-15,Approved,No,Ahmedabad
LN113465,Applicant Sharma,38,male,467881,4720000.0,Loan Against Property,Government Employee,810,4.0,180,15.75,Yes Bank,15-07-2021,Approved,No,New Delhi
LN556882,Applicant Joshi,29,Male,25729,262000.0,Education Loan,salaried,660,1.0,84,12.17,IDFC First Bank,16/07/2021,Rejected,NA,Mumbai
LN642021,Applicant Singh,32,Male,79930,618000.0,Car Loan,Retired,632,4.0,36,18.77,Canara Bank,2021-07-16,Pending,NA,Hyderabad
LN342418,Applicant Sharma,29,Female,266987,609000.0,Education Loan,salaried,661,2.0,84,13.05,Punjab National Bank,16-07-2021,Pending,NA,Mumbai
LN755174,Applicant Yadav,21,M,18735,54000.0,Loan Against Property,Self-Employed,529,0.0,84,13.47,Federal Bank,17/07/2021,Rejected,NA,Kolkata
LN370344,Applicant Reddy,27,Male,22849,194000.0,personal loan,self-employed,641,0.0,36,12.08,Federal Bank,2021-07-17,Approved,Yes,Pune
LN824395,Applicant Gupta,59,F,78285,471000.0,Business Loan,self-employed,652,4.0,84,13.46,HDFC Bank,17-07-2021,Approved,No,Ahmedabad
LN415583,Applicant Singh,62,Female,42676,327000.0,Gold Loan,self-employed,674,1.0,180,11.83,Bank of Baroda,17/07/2021,Approved,No,Ahmedabad
LN535289,Applicant Mehta,54,Male,42115,182000.0,Education Loan,,728,2.0,240,23.71,Kotak Mahindra,2021-07-18,Approved,No,Ahmedabad
LN656033,Applicant Joshi,52,Female,77063,655000.0,Two Wheeler Loan,Homemaker,632,2.0,36,,Canara Bank,18-07-2021,Approved,Yes,mumbai
LN799811,Applicant Kumar,48,Female,59984,266000.0,Gold Loan,Salaried,691,1.0,24,18.18,Punjab National Bank,18/07/2021,Pending,NA,Kolkata
LN639573,Applicant Yadav,46,Female,112174,741000.0,Home loan,Salaried,815,1.0,120,10.67,Yes Bank,2021-07-19,Approved,No,Chennai
LN160820,Applicant Verma,56,Male,58470,397000.0,Education Loan,Homemaker,335,2.0,180,16.69,IndusInd Bank,19-07-2021,Rejected,NA,Chennai
LN530571,Applicant Reddy,60,Male,23659,89000.0,Education Loan,Retired,713,0.0,240,15.9,Canara Bank,19/07/2021,Rejected,NA,Pune
LN894306,Applicant Reddy,34,Male,263043,2831000.0,Gold Loan,SALARIED,643,0.0,12,16.64,Bank of Baroda,2021-07-19,Rejected,NA,Mumbai
LN318376,Applicant Patel,51,Male,76766,557000.0,Loan Against Property,salaried,556,2.0,12,13.38,SBI,20-07-2021,Approved,Yes,pune
LN647595,Applicant Yadav,36,male,448377,4783000.0,Gold Loan,Business Owner,869,3.0,12,21.87,Yes Bank,20/07/2021,Approved,No,Delhi
LN483943,Applicant Yadav,59,male,58758,272000.0,Business Loan,self-employed,502,2.0,48,12.42,IndusInd Bank,2021-07-20,Rejected,NA,Hyderabad
LN877458,Applicant Gupta,62,Male,156865,584000.0,Two Wheeler Loan,Self Employed,609,4.0,36,21.88,Canara Bank,21-07-2021,Rejected,NA,New Delhi
LN631449,Applicant Joshi,31,Female,68001,148000.0,HOME LOAN,Freelancer,745,3.0,120,14.2,SBI,21/07/2021,Approved,No,Mumbai
LN706884,Applicant Verma,31,Female,16810,49000.0,Education Loan,salaried,506,,84,18.26,SBI,2021-07-21,Rejected,NA,pune
LN168308,Applicant Joshi,58,male,65643,228000.0,Education Loan,Govt Employee,684,2.0,36,7.67,ICICI Bank,21-07-2021,Rejected,NA,Lucknow
LN704068,Applicant Kumar,32,F,18840,53000.0,Gold Loan,Retired,454,2.0,36,14.78,ICICI Bank,22/07/2021,Rejected,NA,mumbai
LN396295,Applicant Joshi,62,F,157988,1733000.0,Car Loan,Business Owner,560,3.0,60,18.22,HDFC Bank,2021-07-22,Approved,Yes,Delhi
LN601954,Applicant Mehta,29,Male,20765,231000.0,car loan,,666,2.0,48,12.41,IDFC First Bank,22-07-2021,Approved,No,New Delhi
LN821394,Applicant Singh,42,Female,246277,2801000.0,Loan Against Property,Self-Employed,666,4.0,240,12.8,Canara Bank,23/07/2021,Rejected,NA,Chennai
LN336087,Applicant Gupta,58,Female,27556,320000.0,Home loan,Govt Employee,374,0.0,12,14.05,Kotak Mahindra,2021-07-23,Rejected,NA,DELHI
LN929032,Applicant Gupta,29,Male,316527,2190000.0,Personal Loan,Retired,621,2.0,12,11.94,SBI,23-07-2021,Pending,NA,DELHI
LN222068,Applicant Singh,23,Male,19658,144000.0,Gold Loan,SALARIED,579,0.0,60,17.45,SBI,23/07/2021,Rejected,NA,Pune
LN593374,Applicant Mehta,59,Male,16693,55000.0,Business Loan,Salaried,750,1.0,180,8.31,HDFC Bank,2021-07-24,Approved,No,Bengaluru
LN554809,Applicant Yadav,55,Male,72435,244000.0,HOME LOAN,Government Employee,503,1.0,48,21.21,Bank of Baroda,24-07-2021,Rejected,NA,Mumbai
LN920269,Applicant Yadav,50,F,394099,3834000.0,Personal Loan,salaried,628,2.0,240,23.34,IndusInd Bank,24/07/2021,Rejected,NA,delhi
LN513876,Applicant Patel,46,Female,20408,215000.0,Education Loan,Business Owner,630,1.0,120,10.23,IndusInd Bank,2021-07-25,Approved,Yes,Kolkata
LN273627,Applicant Mehta,28,Male,324325,3194000.0,Home loan,SALARIED,310,,36,11.21,IndusInd Bank,25-07-2021,Rejected,NA,mumbai
LN275859,Applicant Reddy,52,Female,22734,235000.0,Gold Loan,Govt Employee,815,0.0,84,23.16,Yes Bank,25/07/2021,Approved,No,Delhi
LN874369,Applicant Joshi,42,Male,35495,169000.0,Home Loan,Self Employed,367,3.0,84,10.21,IDFC First Bank,2021-07-25,Rejected,NA,Ahmedabad
LN881343,Applicant Patel,28,Male,395031,2631000.0,Loan Against Property,Govt Employee,671,2.0,60,9.25,Punjab National Bank,26-07-2021,Approved,No,Delhi
LN370682,Applicant Kumar,22,Male,53570,353000.0,Personal Loan,SALARIED,866,3.0,180,20.59,IDFC First Bank,26/07/2021,Approved,No,Pune
LN729181,Applicant Yadav,34,Male,371262,4438000.0,HOME LOAN,Business Owner,666,0.0,12,18.68,Federal Bank,2021-07-26,Rejected,NA,Pune
LN641500,Applicant Kumar,25,Male,77908,895000.0,Loan Against Property,Retired,517,,48,18.72,Kotak Mahindra,27-07-2021,Rejected,NA,Jaipur
LN876067,Applicant Patel,33,Female,53752,429000.0,Home loan,Self-Employed,490,3.0,120,11.24,Federal Bank,27/07/2021,Rejected,NA,DELHI
LN291617,Applicant Yadav,43,Male,54578,184000.0,Medical Emergency Loan,Freelancer,601,2.0,84,13.7,Yes Bank,2021-07-27,Approved,No,Kolkata
LN118070,Applicant Sharma,33,Female,290294,1331000.0,Gold Loan,Government Employee,772,3.0,120,10.13,Yes Bank,27-07-2021,Approved,No,Delhi
LN507350,Applicant Kumar,39,Male,16931,95000.0,Education Loan,Freelancer,600,2.0,36,10.17,IDFC First Bank,28/07/2021,Rejected,NA,Kolkata
LN598984,Applicant Singh,44,Female,65954,708000.0,Business Loan,Self-Employed,701,2.0,36,15.68,Canara Bank,2021-07-28,Approved,No,Kolkata
LN470115,Applicant Sharma,55,Female,84135,312000.0,personal loan,Retired,898,3.0,12,18.6,Punjab National Bank,28-07-2021,Approved,No,mumbai
LN863300,Applicant Sharma,34,Male,347613,1459000.0,Business Loan,salaried,575,0.0,120,12.79,Canara Bank,29/07/2021,Approved,No,pune
LN626986,Applicant Singh,24,Female,223217,1226000.0,Loan Against Property,Business Owner,893,4.0,48,15.34,SBI,2021-07-29,Approved,No,Mumbai
LN941635,Applicant Yadav,46,M,49933,563000.0,Two Wheeler Loan,Salaried,596,1.0,240,13.25,Axis Bank,29-07-2021,Pending,NA,Pune
LN647299,Applicant Gupta,30,Male,45222,318000.0,Loan Against Property,Homemaker,653,4.0,60,22.59,Yes Bank,29/07/2021,Approved,No,DELHI
LN654766,Applicant Patel,58,Male,75105,636000.0,personal loan,Retired,783,0.0,60,19.11,Kotak Mahindra,2021-07-30,Approved,No,delhi
LN464354,Applicant Gupta,58,Female,26062,153000.0,HOME LOAN,freelancer,455,1.0,240,17.82,Axis Bank,30-07-2021,Rejected,NA,Delhi
LN747736,Applicant Sharma,54,Male,55121,214000.0,Home Loan,Self Employed,337,3.0,12,19.55,Punjab National Bank,30/07/2021,Rejected,NA,Jaipur
LN662877,Applicant Patel,54,Male,67129,284000.0,Loan Against Property,Government Employee,502,4.0,84,,Bank of Baroda,2021-07-31,Rejected,NA,Lucknow
LN276086,Applicant Sharma,39,Female,66618,668000.0,Home Loan,Self-Employed,566,2.0,180,22.84,IDFC First Bank,31-07-2021,Approved,Yes,Mumbai
LN210400,Applicant Verma,23,F,78364,857000.0,Two Wheeler Loan,,368,0.0,12,10.79,IDFC First Bank,31/07/2021,Rejected,NA,Lucknow
LN754336,Applicant Yadav,56,Male,180483,1251000.0,car loan,Govt Employee,498,0.0,240,,Canara Bank,2021-07-31,Rejected,NA,Pune
LN843042,Applicant Verma,24,Female,16184,90000.0,Business Loan,Retired,627,0.0,180,22.45,Canara Bank,01-08-2021,Rejected,NA,Lucknow
LN177832,Applicant Verma,46,F,217660,2194000.0,Gold Loan,Retired,698,4.0,84,11.79,Kotak Mahindra,01/08/2021,Rejected,NA,chennai
LN678044,Applicant Gupta,31,Male,43221,377000.0,Two Wheeler Loan,freelancer,851,2.0,240,21.5,Canara Bank,2021-08-01,Rejected,NA,Bengaluru
LN415935,Applicant Yadav,23,M,17472,42000.0,Personal Loan,Salaried,893,4.0,36,12.41,Federal Bank,01-08-2021,Approved,No,DELHI
LN856300,Applicant Kumar,29,Male,20486,113000.0,Home loan,Self-Employed,801,2.0,48,12.36,ICICI Bank,02/08/2021,Approved,No,Lucknow
LN339607,Applicant Mehta,22,Female,27743,245000.0,Personal Loan,self-employed,411,1.0,36,23.3,Federal Bank,2021-08-02,Rejected,NA,Bangalore
LN143820,Applicant Kumar,34,Male,24474,189000.0,Medical Emergency Loan,Homemaker,659,3.0,60,,ICICI Bank,02-08-2021,Approved,No,delhi
LN661246,Applicant Joshi,23,Male,117772,1387000.0,Car Loan,Freelancer,871,0.0,12,23.37,SBI,03/08/2021,Approved,No,DELHI
LN404404,Applicant Verma,22,Female,46241,493000.0,Business Loan,salaried,568,2.0,12,9.76,Yes Bank,2021-08-03,Pending,NA,chennai
LN515254,Applicant Gupta,42,Female,37848,98000.0,Gold Loan,Freelancer,722,4.0,24,16.93,SBI,03-08-2021,Approved,No,Hyderabad
LN137836,Applicant Patel,49,Male,20237,187000.0,HOME LOAN,freelancer,763,4.0,12,8.1,SBI,03/08/2021,Approved,No,chennai
LN479801,Applicant Reddy,53,Female,24555,132000.0,personal loan,Freelancer,617,0.0,36,18.83,Yes Bank,2021-08-04,Approved,No,Delhi
LN676472,Applicant Sharma,56,F,20977,185000.0,Gold Loan,Self Employed,609,0.0,24,18.57,IDFC First Bank,04-08-2021,Approved,No,Delhi
LN183399,Applicant Mehta,30,female,16986,139000.0,Two Wheeler Loan,Retired,726,0.0,120,23.87,ICICI Bank,04/08/2021,Approved,No,Pune
LN481287,Applicant Reddy,64,Female,22098,155000.0,Education Loan,Govt Employee,565,1.0,180,21.98,Canara Bank,2021-08-05,Approved,No,Chennai
LN809661,Applicant Singh,58,F,137505,1448000.0,Home loan,Salaried,508,3.0,24,11.1,IndusInd Bank,05-08-2021,Rejected,NA,Pune
LN226834,Applicant Reddy,41,Female,61821,562000.0,Gold Loan,self-employed,581,2.0,48,14.82,ICICI Bank,05/08/2021,Approved,No,Kolkata
LN839223,Applicant Sharma,51,Female,27941,304000.0,personal loan,Salaried,853,0.0,180,11.75,Canara Bank,2021-08-05,Approved,No,chennai
LN452329,Applicant Patel,55,female,26589,128000.0,car loan,Govt Employee,689,2.0,12,8.29,IDFC First Bank,06-08-2021,Approved,No,New Delhi
LN252530,Applicant Patel,23,Female,26045,143000.0,Home Loan,Self-Employed,613,4.0,180,13.81,Yes Bank,06/08/2021,Approved,No,Chennai
LN939487,Applicant Patel,39,M,130290,1071000.0,personal loan,freelancer,609,3.0,180,9.28,SBI,2021-08-06,Approved,No,Ahmedabad
LN429122,Applicant Gupta,42,M,120197,1402000.0,Gold Loan,Retired,846,3.0,24,20.12,ICICI Bank,07-08-2021,Approved,No,Delhi
LN857653,Applicant Mehta,40,Male,310823,1777000.0,Education Loan,Self Employed,782,2.0,36,13.93,SBI,07/08/2021,Approved,No,mumbai
LN137670,Applicant Mehta,56,Male,288434,670000.0,Loan Against Property,Business Owner,622,4.0,240,8.02,Yes Bank,2021-08-07,Pending,NA,Mumbai
LN701910,Applicant Sharma,39,Female,28323,183000.0,Home Loan,freelancer,344,4.0,60,11.97,IndusInd Bank,07-08-2021,Rejected,NA,New Delhi
LN718213,Applicant Mehta,24,M,23164,172000.0,Car Loan,Self-Employed,639,1.0,120,12.99,ICICI Bank,08/08/2021,Approved,No,Lucknow
LN486310,Applicant Reddy,52,Female,19014,190000.0,Car Loan,Self Employed,679,0.0,60,14.98,Yes Bank,2021-08-08,Pending,NA,Jaipur
LN541789,Applicant Singh,28,F,209350,1944000.0,car loan,self-employed,625,4.0,24,18.74,Yes Bank,08-08-2021,Approved,No,pune
LN526534,Applicant Verma,46,male,50420,587000.0,car loan,Salaried,520,0.0,24,,Kotak Mahindra,09/08/2021,Rejected,NA,DELHI
LN766003,Applicant Singh,21,Male,286402,2814000.0,Car Loan,Government Employee,785,0.0,12,23.77,IDFC First Bank,2021-08-09,Approved,No,Delhi
